Strain	accession	gene	original_header	seq_type	tax	vsearch_hash	len
VIR_desC_fam1_gi|850429797|emb|CEUB01001727.1|	gi|850429797|emb|CEUB01001727.1|	desC	Clamp loader subunit 44 - 20G-FeII oxygenase - Desaturase - Methyltransferase - putative clamp loader subunit - marine metagenome genome assembly TARA_138_DCM_0.22-3, contig TARA_138_DCM_0.22-3_scaffold3919_1, whole genome shotgun sequence	desC_fam1	VIR	e4cdade3a110a3b78810b6c8bd549bd3	783
VIR_desC_fam1_gi|851618138|emb|CEVP01094353.1|	gi|851618138|emb|CEVP01094353.1|	desC	Desaturase - marine metagenome genome assembly TARA_150_SRF_0.22-3, contig TARA_150_SRF_0.22-3_scaffold212426_1, whole genome shotgun sequence	desC_fam1	VIR	bedb6580b0f99216d7421b9d20bc4a56	804
VIR_desC_fam1_gi|852845234|emb|CETD01311761.1|	gi|852845234|emb|CETD01311761.1|	desC	Desaturase - marine metagenome genome assembly TARA_110_DCM_0.22-3, contig TARA_110_DCM_0.22-3_C20881479_1, whole genome shotgun sequence	desC_fam1	VIR	97cd23fc554c5c2b18da27a9269811eb	663
VIR_desC_fam1_gi|853229942|emb|CEQN01144662.1|	gi|853229942|emb|CEQN01144662.1|	desC	Desaturase - Nucleosidase - DNAPolB- marine metagenome genome assembly TARA_078_DCM_0.22-0.45, contig TARA_078_DCM_0.22-0.45_scaffold341450_1, whole genome shotgun sequence	desC_fam1	VIR	495116259cb15227baf845d6949adfd9	780
VIR_desC_fam1_gi|859123143|emb|CEWG01119366.1|	gi|859123143|emb|CEWG01119366.1|	desC	Desaturase - marine metagenome genome assembly TARA_102_SRF_0.22-3, contig TARA_102_SRF_0.22-3_scaffold279864_1, whole genome shotgun sequence	desC_fam1	VIR	e4e9d3b2a09bca1ed8f713f8cb89372f	753
VIR_desC_fam1_gi|860991001|emb|CENF01039241.1|	gi|860991001|emb|CENF01039241.1|	desC	Desaturase - marine metagenome genome assembly TARA_004_DCM_0.22-1.6, contig TARA_004_DCM_0.22-1.6_scaffold102028_1, whole genome shotgun sequence	desC_fam1	VIR	4346388ad15e655db8a665a2f573d3d2	711
VIR_desC_fam1_gi|862528212|emb|CEVZ01137634.1|	gi|862528212|emb|CEVZ01137634.1|	desC	Desaturase - marine metagenome genome assembly TARA_041_DCM_0.22-1.6, contig TARA_041_DCM_0.22-1.6_scaffold302872_1, whole genome shotgun sequence	desC_fam1	VIR	1d77c82d98dea42ac5ad8be71d9aad32	753
VIR_desC_fam1_gi|862594912|emb|CEVZ01074418.1|	gi|862594912|emb|CEVZ01074418.1|	desC	Desaturase - 1,6-Bisphosphate Aldolase - marine metagenome genome assembly TARA_041_DCM_0.22-1.6, contig TARA_041_DCM_0.22-1.6_scaffold170513_1, whole genome shotgun sequence	desC_fam1	VIR	a55675f89cadbba6b64e760095bf66e5	753
VIR_desC_fam1_gi|863036730|emb|CESQ01065176.1|	gi|863036730|emb|CESQ01065176.1|	desC	Desaturase - marine metagenome genome assembly TARA_100_DCM_0.22-3, contig TARA_100_DCM_0.22-3_scaffold159383_1, whole genome shotgun sequence	desC_fam1	VIR	bfc872c5f8f49fb249c490f1a32f523a	753
VIR_desC_fam1_gi|864596364|emb|CENP01386115.1|	gi|864596364|emb|CENP01386115.1|	desC	Desaturase - marine metagenome genome assembly TARA_030_DCM_0.22-1.6, contig TARA_030_DCM_0.22-1.6_C14023603_1, whole genome shotgun sequence	desC_fam1	VIR	9e936e3a4491dd9207e2871672a85a81	687
VIR_desC_fam1_gi|866665581|emb|CEUA01152718.1|	gi|866665581|emb|CEUA01152718.1|	desC	hyp prot phage - 20G-FeII oxygenase - Desaturase - marine metagenome genome assembly TARA_132_DCM_0.22-3, contig TARA_132_DCM_0.22-3_scaffold326750_1, whole genome shotgun sequence	desC_fam1	VIR	105f432520c02429d3b010905bc0049f	783
VIR_desC_fam1_gi|866749685|emb|CEUA01068614.1|	gi|866749685|emb|CEUA01068614.1|	desC	Desaturase - marine metagenome genome assembly TARA_132_DCM_0.22-3, contig TARA_132_DCM_0.22-3_scaffold161083_1, whole genome shotgun sequence	desC_fam1	VIR	ccbfd7a343b62af4d297b702b797a9a7	804
VIR_desC_fam1_gi|868276405|emb|CETI01024971.1|	gi|868276405|emb|CETI01024971.1|	desC	Hyp prot phage - Desaturase - marine metagenome genome assembly TARA_111_DCM_0.22-3, contig TARA_111_DCM_0.22-3_scaffold65303_1, whole genome shotgun sequence	desC_fam1	VIR	b9c8c288d1b4b57b95782d8a86cd48c5	792
VIR_desC_fam1_gi|870690171|emb|CESM01053554.1|	gi|870690171|emb|CESM01053554.1|	desC	DNA Pol - Desaturase - marine metagenome genome assembly TARA_102_DCM_0.22-3, contig TARA_102_DCM_0.22-3_scaffold115630_1, whole genome shotgun sequence	desC_fam1	VIR	6d7b7625fe61342de92f21ac71e54c99	753
VIR_desC_fam1_lcl|SAMEA2619677_37144	lcl|SAMEA2619677_37144	desC	Nucleosidase - Desaturase - /station=TARA_018 /depth=5 /filter=0-0.22	desC_fam1	VIR	a3951a1ca1b46670a24770c5fb0b0e6b	780
VIR_desC_fam1_lcl|SAMEA2619677_50290	lcl|SAMEA2619677_50290	desC	Desaturase - gp45-  /station=TARA_018 /depth=5 /filter=0-0.22	desC_fam1	VIR	684d84ad77999bcae3a849616af00142	753
VIR_desC_fam1_lcl|SAMEA2619686_68189	lcl|SAMEA2619686_68189	desC	Desaturase - /station=TARA_018 /depth=60 /filter=0-0.22	desC_fam1	VIR	c66613295fbee76ff90dc87029c937d4	711
VIR_desC_fam1_lcl|SAMEA2619791_161331	lcl|SAMEA2619791_161331	desC	Desaturase - Nucleosidase /station=TARA_025 /depth=50 /filter=0-0.22	desC_fam1	VIR	c71294571d0328c7d2225ec0ebe23dc2	780
VIR_desC_fam1_lcl|SAMEA2619923_16649	lcl|SAMEA2619923_16649	desC	Helicase - Desaturase - Nucleoside riphosphate - PurH (de novo purine byosinthesis) - /station=TARA_034 /depth=60 /filter=0-0.22	desC_fam1	VIR	6c9d1c02e42db18095aa6ea39bb5efe0	753
VIR_desC_fam1_lcl|SAMEA2619923_16858	lcl|SAMEA2619923_16858	desC	gp44 - 20G-FeII Oxygenase - Desaturase - DNA adenine methyltransferase - /station=TARA_034 /depth=60 /filter=0-0.22	desC_fam1	VIR	916201981b9afb9838370a3b8de5e8b5	783
VIR_desC_fam1_lcl|SAMEA2619923_17781	lcl|SAMEA2619923_17781	desC	DNA PolB - Desaturase - Cytytydil transferase - /station=TARA_034 /depth=60 /filter=0-0.22	desC_fam1	VIR	9b0243ae46ec74b5e26b403ef37477ba	753
VIR_desC_fam1_lcl|SAMEA2619923_24981	lcl|SAMEA2619923_24981	desC	NTP=PPase - DUF3252 - DesA - Helicase - /station=TARA_034 /depth=60 /filter=0-0.22	desC_fam1	VIR	4e9041be5e95ca56656b968b4b5f77bb	747
VIR_desC_fam1_lcl|SAMEA2619923_26874	lcl|SAMEA2619923_26874	desC	Helicase - Desaturase - NTP-PPase - /station=TARA_034 /depth=60 /filter=0-0.22	desC_fam1	VIR	f6385d1b8bdf93aa32d6f6902312d356	753
VIR_desC_fam1_lcl|SAMEA2619923_28929	lcl|SAMEA2619923_28929	desC	DNA pol - Desaturase - RecA - /station=TARA_034 /depth=60 /filter=0-0.22	desC_fam1	VIR	8e5a43e9bf7241d3359f86f9acaab134	756
VIR_desC_fam1_lcl|SAMEA2619923_34576	lcl|SAMEA2619923_34576	desC	gp44 - Desaturase - DNA Adenine methyltransferase - /station=TARA_034 /depth=60 /filter=0-0.22	desC_fam1	VIR	ca89607c70c365f80d1bf04edf079bb2	783
VIR_desC_fam1_lcl|SAMEA2619923_34898	lcl|SAMEA2619923_34898	desC	DNA pol - Desaturase - /station=TARA_034 /depth=60 /filter=0-0.22	desC_fam1	VIR	6d2549678e666d19191401112096ba7a	753
VIR_desC_fam1_lcl|SAMEA2619923_60713	lcl|SAMEA2619923_60713	desC	Helicase - Desaturase - /station=TARA_034 /depth=60 /filter=0-0.22	desC_fam1	VIR	c0bae0d5c1114e560b07b6917b508673	753
VIR_desC_fam1_lcl|SAMEA2620227_118875	lcl|SAMEA2620227_118875	desC	Helicase - Desaturase - /station=TARA_041 /depth=60 /filter=0-0.22	desC_fam1	VIR	61ea0803d4a612fb4d2ae5a8ed2f1dff	753
VIR_desC_fam1_lcl|SAMEA2620227_200675	lcl|SAMEA2620227_200675	desC	DNA Pol - Nucleosidase - Desaturase - RecA - /station=TARA_041 /depth=60 /filter=0-0.22	desC_fam1	VIR	a70c23dccc397c85aff1f161c844be92	753
VIR_desC_fam1_lcl|SAMEA2620227_531277	lcl|SAMEA2620227_531277	desC	Desaturase - /station=TARA_041 /depth=60 /filter=0-0.22	desC_fam1	VIR	6e7ec73a6260250abbc62c881546c794	756
VIR_desC_fam1_lcl|SAMEA2620273_34509	lcl|SAMEA2620273_34509	desC	DNA PolB - nucleosidase - Desaturase - RecA - /station=TARA_042 /depth=80 /filter=0-0.22	desC_fam1	VIR	f7ce902d9b2bb94f93428b7d66fadf8c	753
VIR_desC_fam1_lcl|SAMEA2620273_76246	lcl|SAMEA2620273_76246	desC	Desaturase - RecA - /station=TARA_042 /depth=80 /filter=0-0.22	desC_fam1	VIR	6e944e14a253825d40361078aac95b28	753
VIR_desC_fam1_lcl|SAMEA2620588_126836	lcl|SAMEA2620588_126836	desC	Desaturase - /station=TARA_052 /depth=75 /filter=0-0.22	desC_fam1	VIR	8c447672a1f1368251d4336c6394617a	753
VIR_desC_fam1_lcl|SAMEA2620588_18441	lcl|SAMEA2620588_18441	desC	Helicase - F1,6-BP Aldolase - Desaturase - Nucleoside disphosphate - /station=TARA_052 /depth=75 /filter=0-0.22	desC_fam1	VIR	87ad33f0745ca04d65f94a09df8f7d38	753
VIR_desC_fam1_lcl|SAMEA2620588_56461	lcl|SAMEA2620588_56461	desC	Desaturase - RecA - /station=TARA_052 /depth=75 /filter=0-0.22	desC_fam1	VIR	7e51caacc95812a2aa5ec82fcaf601c6	753
VIR_desC_fam1_lcl|SAMEA2620812_102185	lcl|SAMEA2620812_102185	desC	Desaturase - /station=TARA_064 /depth=5 /filter=0-0.22	desC_fam1	VIR	a38bd0001d503d890861529dc0093a68	780
VIR_desC_fam1_lcl|SAMEA2620812_35879	lcl|SAMEA2620812_35879	desC	Nucleosidase - Desaturase - /station=TARA_064 /depth=5 /filter=0-0.22	desC_fam1	VIR	b4ba41fcd103b5f3a7d32da1c406dd4a	780
VIR_desC_fam1_lcl|SAMEA2620836_65839	lcl|SAMEA2620836_65839	desC	Nucleosidase - Desaturase - /station=TARA_064 /depth=65 /filter=0.1-0.22	desC_fam1	VIR	ce88370316cdccaa04fad12fd4ace944	780
VIR_desC_fam1_lcl|SAMEA2620852_91257	lcl|SAMEA2620852_91257	desC	Nucleosidase - Desaturase - /station=TARA_064 /depth=65 /filter=0-0.22	desC_fam1	VIR	2adef939b15dee051c2c06f116c57434	780
VIR_desC_fam1_lcl|SAMEA2620861_481160	lcl|SAMEA2620861_481160	desC	Desaturase - /station=TARA_065 /depth=5 /filter=0.1-0.22	desC_fam1	VIR	412896598f1e48b70b9313f2c6872423	753
VIR_desC_fam1_lcl|SAMEA2620861_759267	lcl|SAMEA2620861_759267	desC	Desaturase - /station=TARA_065 /depth=5 /filter=0.1-0.22	desC_fam1	VIR	20b521f5b40bda1ee1774751d83146be	780
VIR_desC_fam1_lcl|SAMEA2620879_55907	lcl|SAMEA2620879_55907	desC	DNA Pol - Phosphorilase - Desaturase - /station=TARA_065 /depth=5 /filter=0-0.22	desC_fam1	VIR	7f3365b921c53235f2662308625cb2e1	780
VIR_desC_fam1_lcl|SAMEA2620894_109946	lcl|SAMEA2620894_109946	desC	Nucleosidase - Desaturase - /station=TARA_065 /depth=30 /filter=0.1-0.22	desC_fam1	VIR	827c53053200fd4485a41c065a51d6af	780
VIR_desC_fam1_lcl|SAMEA2620894_129883	lcl|SAMEA2620894_129883	desC	Methyltrasnferase - Desaturase - /station=TARA_065 /depth=30 /filter=0.1-0.22	desC_fam1	VIR	a85e8c3583d00ae086d2c4ae265c2433	783
VIR_desC_fam1_lcl|SAMEA2620894_142909	lcl|SAMEA2620894_142909	desC	Desaturase - /station=TARA_065 /depth=30 /filter=0.1-0.22	desC_fam1	VIR	90d1b4bd8e9f0449c76ce0f96882fb3b	753
VIR_desC_fam1_lcl|SAMEA2620925_40910	lcl|SAMEA2620925_40910	desC	DNA pol - Nucleosidase - Desaturase - /station=TARA_065 /depth=30 /filter=0-0.22	desC_fam1	VIR	a3a6758fc5f1e5e99982af35faf86dcb	780
VIR_desC_fam1_lcl|SAMEA2620947_12856	lcl|SAMEA2620947_12856	desC	Helicase - Desaturase - Nucleosidase triphosphate - hyp protein /station=TARA_066 /depth=5 /filter=0-0.22	desC_fam1	VIR	44c0d5dbd1f760d2df447bcd2384eca0	753
VIR_desC_fam1_lcl|SAMEA2620947_3660	lcl|SAMEA2620947_3660	desC	Phosphoribosylfromylglycinamide - clamp loader small subunit - RegA- heat shock protein - DNA pol - Desaturase - RecA - /station=TARA_066 /depth=5 /filter=0-0.22	desC_fam1	VIR	6b584bee367289a7126c4a686f4c15a1	753
VIR_desC_fam1_lcl|SAMEA2620967_117031	lcl|SAMEA2620967_117031	desC	Desaturase - /station=TARA_066 /depth=30 /filter=0-0.22	desC_fam1	VIR	85f98ff99e3636a6ef33fed020e602fb	753
VIR_desC_fam1_lcl|SAMEA2620967_171198	lcl|SAMEA2620967_171198	desC	Desaturase - /station=TARA_066 /depth=30 /filter=0-0.22	desC_fam1	VIR	c1428a73796d4f206aa41417208894fe	780
VIR_desC_fam1_lcl|SAMEA2621033_16500	lcl|SAMEA2621033_16500	desC	Helicase - RecA- Desaturase - /station=TARA_068 /depth=5 /filter=0-0.22	desC_fam1	VIR	7545380b8f6b9f64bbaa001bb6e801a9	780
VIR_desC_fam1_lcl|SAMEA2621033_40764	lcl|SAMEA2621033_40764	desC	Desaturase - /station=TARA_068 /depth=5 /filter=0-0.22	desC_fam1	VIR	b084f3e8719496df5741ff792a562414	780
VIR_desC_fam1_lcl|SAMEA2621033_57026	lcl|SAMEA2621033_57026	desC	Helicase - Desaturase - /station=TARA_068 /depth=5 /filter=0-0.22	desC_fam1	VIR	20675420a193f8f3464d3ccd13289f8c	753
VIR_desC_fam1_lcl|SAMEA2621033_83857	lcl|SAMEA2621033_83857	desC	Desaturase  - /station=TARA_068 /depth=5 /filter=0-0.22	desC_fam1	VIR	8ecd6cd354b510099d07b8d91db3e754	753
VIR_desC_fam1_lcl|SAMEA2621061_28678	lcl|SAMEA2621061_28678	desC	RecA - DesA - Nucleosidase - DNA PolB - /station=TARA_068 /depth=50 /filter=0-0.22	desC_fam1	VIR	f8395d51e86f148a14457e017be9d080	738
VIR_desC_fam1_lcl|SAMEA2621061_4296	lcl|SAMEA2621061_4296	desC	Desaturase - Hyp prot x3 - gp25 lyzozyme - Baseplate J-like protein - /station=TARA_068 /depth=50 /filter=0-0.22	desC_fam1	VIR	e9839eb3fca59ebad14aad8deff62932	804
VIR_desC_fam1_lcl|SAMEA2621085_48945	lcl|SAMEA2621085_48945	desC	Desaturase - RecA - /station=TARA_070 /depth=5 /filter=0-0.22	desC_fam1	VIR	345e800ed4faf9eada50eaa03f6be714	753
VIR_desC_fam1_lcl|SAMEA2621085_68532	lcl|SAMEA2621085_68532	desC	Desaturase - /station=TARA_070 /depth=5 /filter=0-0.22	desC_fam1	VIR	38a6d73afb6526569fc38771185e3b96	753
VIR_desC_fam1_lcl|SAMEA2621173_12380	lcl|SAMEA2621173_12380	desC	Cobaltochelatase - DesA - Ferredoxin dependent bilin reductase - DUF3310 - gp45 - gp44 - /station=TARA_072 /depth=100 /filter=0-0.22	desC_fam1	VIR	8482739bddac6b9a6a91e757bfa0ab2e	789
VIR_desC_fam1_lcl|SAMEA2621173_154906	lcl|SAMEA2621173_154906	desC	Desaturase - /station=TARA_072 /depth=100 /filter=0-0.22	desC_fam1	VIR	8f173a05b7a47f3638a5491bbbddaeca	660
VIR_desC_fam1_lcl|SAMEA2621173_35410	lcl|SAMEA2621173_35410	desC	Desaturase - hyp prot x3 - putative T4-like proximal tail fiber - /station=TARA_072 /depth=100 /filter=0-0.22	desC_fam1	VIR	2bdb672ea96647b67184a038a879ab86	759
VIR_desC_fam1_lcl|SAMEA2621173_37541	lcl|SAMEA2621173_37541	desC	Desaturase - RfaE - DNA Pol - /station=TARA_072 /depth=100 /filter=0-0.22	desC_fam1	VIR	4388c10a02d7492b31b868a5b0892032	753
VIR_desC_fam1_lcl|SAMEA2621173_43559	lcl|SAMEA2621173_43559	desC	Methyltransferase - DesA-20G FeII oxygenase - /station=TARA_072 /depth=100 /filter=0-0.22	desC_fam1	VIR	85bf4e3cf082b98dfb93a552263f97df	783
VIR_desC_fam1_lcl|SAMEA2621173_62486	lcl|SAMEA2621173_62486	desC	DNA Pol - DesA - /station=TARA_072 /depth=100 /filter=0-0.22	desC_fam1	VIR	fc5b6eab4e3e499a4c85d736d174116c	753
VIR_desC_fam1_lcl|SAMEA2621173_66505	lcl|SAMEA2621173_66505	desC	Desaturase - hyp prot - /station=TARA_072 /depth=100 /filter=0-0.22	desC_fam1	VIR	8b509a3d1e28677ecfe75358d5f56582	771
VIR_desC_fam1_lcl|SAMEA2621173_66980	lcl|SAMEA2621173_66980	desC	Desaturase - Ferredoxin Dependent Bilin Reductase - /station=TARA_072 /depth=100 /filter=0-0.22	desC_fam1	VIR	01c36afabeab0972d1e16b964ef7003e	753
VIR_desC_fam1_lcl|SAMEA2621173_71019	lcl|SAMEA2621173_71019	desC	Helicase - F1,6-BP Aldolase - Desaturase - /station=TARA_072 /depth=100 /filter=0-0.22	desC_fam1	VIR	13fc283d94c44589cd228e2de6d7f245	753
VIR_desC_fam1_lcl|SAMEA2621173_79086	lcl|SAMEA2621173_79086	desC	Desaturase - DNA Adenine methyltransferase - /station=TARA_072 /depth=100 /filter=0-0.22	desC_fam1	VIR	7679e787d62474173ca04288b22574f4	789
VIR_desC_fam1_lcl|SAMEA2621271_44969	lcl|SAMEA2621271_44969	desC	Desaturase - Nucleosidase - /station=TARA_078 /depth=5 /filter=0-0.22	desC_fam1	VIR	d1f4dea3e83a9746f34241e5b987df16	764
VIR_desC_fam1_lcl|SAMEA2622331_105763	lcl|SAMEA2622331_105763	desC	Desaturase - DNA Pol - /station=TARA_109 /depth=5 /filter=0-0.22	desC_fam1	VIR	6efcb1de8ec6054a6d5ae236d7cab82c	715
VIR_desC_fam1_lcl|SAMEA2622357_31897	lcl|SAMEA2622357_31897	desC	Desaturase - /station=TARA_109 /depth=30 /filter=0-0.22	desC_fam1	VIR	2b1106b4cfc4b30fb5ec97212858fc73	777
VIR_desC_fam1_lcl|SAMEA2622656_421543	lcl|SAMEA2622656_421543	desC	Desaturase - Nucleosidase - /station=TARA_122 /depth=5 /filter=0.1-0.22	desC_fam1	VIR	35d2180119c48a4c72f3e9df371ca206	780
VIR_desC_fam1_lcl|SAMEA2622676_5521	lcl|SAMEA2622676_5521	desC	RegA - heat shock - DNAPolB - Kinase - Desaturase - /station=TARA_122 /depth=600 /filter=0.1-0.22	desC_fam1	VIR	26cec76814df984617a9b8aff0621885	753
VIR_desC_fam1_lcl|SAMEA2622694_114720	lcl|SAMEA2622694_114720	desC	Desaturase - /station=TARA_122 /depth=115 /filter=0.1-0.22	desC_fam1	VIR	fff4126299d3c2a08dc9ee811a45669d	753
VIR_desC_fam1_lcl|SAMEA2622694_31731	lcl|SAMEA2622694_31731	desC	Desaturase - /station=TARA_122 /depth=115 /filter=0.1-0.22	desC_fam1	VIR	c11f45ff65fb52cdab6d5980ffe2a6cd	759
VIR_desC_fam1_lcl|SAMEA2622694_32492	lcl|SAMEA2622694_32492	desC	gp45 - Desaturase - Nucleosidase/gp44 - /station=TARA_122 /depth=115 /filter=0.1-0.22	desC_fam1	VIR	d19ac46880450b3bda58cb4093230d64	753
VIR_desC_fam1_lcl|SAMEA2622736_153978	lcl|SAMEA2622736_153978	desC	20G-FeII oxygenase - Desaturase - DNA Adenine Methyltransferase - /station=TARA_123 /depth=150 /filter=0.1-0.22	desC_fam1	VIR	825bb200262f298cc7a1177fe61007ff	783
VIR_desC_fam1_lcl|SAMEA2622736_162094	lcl|SAMEA2622736_162094	desC	Desaturase - DNA Adenine Methylase - /station=TARA_123 /depth=150 /filter=0.1-0.22	desC_fam1	VIR	deacd270277b286e7bc761988460ba53	783
VIR_desC_fam1_lcl|SAMEA2622736_715377	lcl|SAMEA2622736_715377	desC	Desaturase - /station=TARA_123 /depth=150 /filter=0.1-0.22	desC_fam1	VIR	f680bd40e3e35d156727966fb7c17a3e	685
VIR_desC_fam1_lcl|SAMEA2622736_776055	lcl|SAMEA2622736_776055	desC	Desaturase - /station=TARA_123 /depth=150 /filter=0.1-0.22	desC_fam1	VIR	19b48e17658d05ec7b66d6a871c65554	657
VIR_desC_fam1_lcl|SAMEA2622736_86924	lcl|SAMEA2622736_86924	desC	Desaturase - /station=TARA_123 /depth=150 /filter=0.1-0.22	desC_fam1	VIR	0378ecba9ee3cd7708f4b45f595ac2c5	600
VIR_desC_fam1_lcl|SAMEA2622799_237665	lcl|SAMEA2622799_237665	desC	Desaturase - /station=TARA_124 /depth=120 /filter=0.1-0.22	desC_fam1	VIR	8f0f768706fbb16f5c0b3ce8c18cd332	636
VIR_desC_fam1_lcl|SAMEA2622841_23104	lcl|SAMEA2622841_23104	desC	Helicase - DesA - NTP-PP - PurM - /station=TARA_125 /depth=140 /filter=0.1-0.22	desC_fam1	VIR	a4b63da179630d6e7d801adbe6163879	801
VIR_desC_fam1_lcl|TARA_025_DCM_<-0.22_scaffold78969_1	lcl|TARA_025_DCM_<-0.22_scaffold78969_1	desC	Desaturase	desC_fam1	VIR	51f05e2cd316ec45115d525e3c4879ae	780
VIR_desC_fam1_lcl|TARA_072_DCM_<-0.22_scaffold83537_1	lcl|TARA_072_DCM_<-0.22_scaffold83537_1	desC	Fructose 1,6-BP Aldolase - Desaturase 	desC_fam1	VIR	d10ff99be2ac0dc7b8ec6cfa6118f3aa	753
VIR_desC_fam1_Tara_125/123_-_contig_1266Tara125/123_overlap	Tara_125/123_-_contig_1266Tara125/123_overlap	desC		desC_fam1	VIR	8f208f98993efeaaf32ee375552da30f	753
VIR_desC_fam2_gi|838142419|emb|CEPW01271767.1|	gi|838142419|emb|CEPW01271767.1|	desC	Desaturase - marine metagenome genome assembly TARA_038_DCM_0.22-1.6, contig TARA_038_DCM_0.22-1.6_C23535859_1, whole genome shotgun sequence	desC_fam2	VIR	a927101f95396a9cc812ce7fdbe45045	772
VIR_desC_fam2_lcl|SAMEA2620027_14981	lcl|SAMEA2620027_14981	desC	Hyp prot - TalC - Desaturase - /station=TARA_038 /depth=25 /filter=0-0.22	desC_fam2	VIR	cabf0c93c44c5664a98c2baf747764ab	801
VIR_desC_fam2_lcl|SAMEA2621033_48978	lcl|SAMEA2621033_48978	desC	 Desaturase - DUF3310 - TalC - /station=TARA_068 /depth=5 /filter=0-0.22	desC_fam2	VIR	042113a643d7292148376e757286fa2f	816
VIR_desC_fam2_lcl|SAMEA2621085_126189	lcl|SAMEA2621085_126189	desC	Desaturase - /station=TARA_070 /depth=5 /filter=0-0.22	desC_fam2	VIR	fa2eb96667c29fe16b43b47ec1d8f049	771
VIR_desC_fam2_lcl|SAMEA2622656_241167	lcl|SAMEA2622656_241167	desC	Desaturase - /station=TARA_122 /depth=5 /filter=0.1-0.22	desC_fam2	VIR	552e5c40e28623f2feadcdf508ce4ec4	600
VIR_desC_fam2_lcl|SAMEA2622763_654026	lcl|SAMEA2622763_654026	desC	Desaturase - /station=TARA_124 /depth=5 /filter=0.1-0.22	desC_fam2	VIR	796d65a8fc68e713fd6c6c5413694ed7	534
VIR_desC_fam2_lcl|SAMEA2622763_767955	lcl|SAMEA2622763_767955	desC	Desaturase partial /station=TARA_124 /depth=5 /filter=0.1-0.22	desC_fam2	VIR	c349fc6c0d6baac737916bd17d30fa19	519
VIR_desC_fam2_lcl|SAMEA2622763_806051	lcl|SAMEA2622763_806051	desC	Desaturase - /station=TARA_124 /depth=5 /filter=0.1-0.22	desC_fam2	VIR	96521dbd0316533ff37e11fd24bf45f0	435
VIR_desC_fam2_lcl|SAMEA2622821_166219	lcl|SAMEA2622821_166219	desC	Desaturase - /station=TARA_125 /depth=5 /filter=0.1-0.22	desC_fam2	VIR	72fd1e4b5eab6ba584970f6e44092783	519
VIR_desC_fam2_gi|780568556|emb|CEWB01124313.1|	gi|780568556|emb|CEWB01124313.1|	desC	Desaturase - DUF3310 - marine metagenome genome assembly TARA_068_SRF_0.22-3, contig TARA_068_SRF_0.22-3_C14766166_1, whole genome shotgun sequence	desC_fam2	VIR	701288354ae08608bbc8d9c69379f95f	456
VIR_desC_fam2_lcl|SAMEA2621033_30197	lcl|SAMEA2621033_30197	desC	Desaturase - DUF3310 -Aldolase - /station=TARA_068 /depth=5 /filter=0-0.22	desC_fam2	VIR	b63486f7b1cf9518aecd1b6f9cf0c3d8	810
VIR_desC_fam2_lcl|TARA_070_SRF_0.22-0.45_C23915643_1	lcl|TARA_070_SRF_0.22-0.45_C23915643_1	desC	Desaturase - DUF3310 - Transaldolase	desC_fam2	VIR	04425fdd62cf4c945385e609be59fe4d	810
VIR_desC_fam2_SAMEA2621085_722	lcl|TARA_070_SRF_<-0.22_C4612118_1	desC	Desaturase - DUF680- transaldolase	desC_fam2	VIR	4b0d13636b33f4c14d1b08e8310506f8	810
synechococcus_AANO01000001.1	AANO01000001.1	psaA	synechococcus sp. wh5701	psaA_syn	MIC	418e78a0a558c7d2d801f1f278905418	2301
synechococcus_AANP01000005.1	AANP01000005.1	psaA	synechococcus sp. rs9917	psaA_syn	MIC	d940abee294e4412d26efef5fffd8fc4	2301
synechococcus_AAOK01000002.1	AAOK01000002.1	psaA	synechococcus sp. wh7805	psaA_syn	MIC	de92a45752ddf1154177c8892688d5fd	2301
synechococcus_AATZ01000002.1	AATZ01000002.1	psaA	synechococcus sp. bl107	psaA_syn	MIC	79862a855904156e1dcabd88194ebd28	2301
synechococcus_AAUA01000004.1	AAUA01000004.1	psaA	synechococcus sp. rs9916	psaA_syn	MIC	3822ef744dbe187cadc42ac60743b896	2301
lyngbya_AAVU01000008.1	AAVU01000008.1	psaA	lyngbya sp. pcc8106	psaA_nmc	NMC	ed47cb56306ddc8649b3e40e108db36c	2259
prochlorococcus_ACDW01000004.1	ACDW01000004.1	psaA	prochlorococcus marinus str.mit9202	psaA_pro	MIC	46b2de0965fdcc0408b58f3d66b408ea	2280
synechococcus_ADXL01000085.1	ADXL01000085.1	psaA	synechococcus sp. cb0101	psaA_syn	MIC	7ecaacb50a9c8af800c547866e8e1606	2301
synechococcus_ADXM01000025.1	ADXM01000025.1	psaA	synechococcus sp. cb0205	psaA_syn	MIC	5d60e912fa8039e488796a2f37996565	1653
prochlorococcus_AE017126.1	AE017126.1	psaA	prochlorococcus marinus subsp.	psaA_pro	MIC	c03f3a2e798f16839a08774cad3ae379	2319
guillardia_AF041468.1	AF041468.1	psaA	guillardia theta complete	psaA_nmc	NMC	f19e5f0662511998439cf30cb2d334a1	2256
nephroselmis_AF137379.1	AF137379.1	psaA	nephroselmis olivacea chloroplast	psaA_nmc	NMC	e0d962d610930dd4c99d3dbc711268a6	2253
anabaena_AJWF01000011.1	AJWF01000011.1	psaA	anabaena sp. pcc7108	psaA_nmc	NMC	d1b97b51ad96c5a4e4ed502586beab7a	2256
kamptonema_ALVI01000054.1	ALVI01000054.1	psaA	kamptonema formosum pcc6407	psaA_nmc	NMC	ba13994c33f27f2ea0d8df7cbbc69c60	2292
